belief state[non-destination destination-city],action[0-Moving/1-unloading],alpha-vector[non-destination destination-city],observation(0-non-destination/1-destination-city
[0.31621737 0.68378263],0,[0.95 0.  ],1
[0.00572951 0.99427049],1,[-9.5   0.95],None
[0.14064855 0.85935145],0,[0.95 0.  ],0
[0.07479181 0.92520819],1,[-9.5   0.95],None
[0.96602555 0.03397445],0,[0.95 0.  ],0
[0.37731595 0.62268405],0,[0.95 0.  ],1
[0.00687205 0.99312795],1,[-9.5   0.95],None
[0.90178908 0.09821092],0,[0.95 0.  ],0
[0.35965742 0.64034258],0,[0.95 0.  ],1
[0.00654062 0.99345938],1,[-9.5   0.95],None
[0.30961985 0.69038015],0,[0.95 0.  ],0
[0.15330091 0.84669909],0,[0.95 0.  ],1
[0.0027399 0.9972601],1,[-9.5   0.95],None
[0.12121744 0.87878256],0,[0.95 0.  ],0
[0.06501226 0.93498774],1,[-9.5   0.95],None
[0.83107769 0.16892231],0,[0.95 0.  ],0
[0.33933688 0.66066312],0,[0.95 0.  ],1
[0.00616045 0.99383955],1,[-9.5   0.95],None
[0.0230974 0.9769026],1,[-9.5   0.95],None
[0.66304661 0.33695339],0,[0.95 0.  ],0
[0.28694071 0.71305929],0,[0.95 0.  ],1
[0.00518621 0.99481379],1,[-9.5   0.95],None
[0.01283319 0.98716681],1,[-9.5   0.95],None
[0.87623238 0.12376762],0,[0.95 0.  ],0
[0.35242296 0.64757704],0,[0.95 0.  ],1
[0.00640513 0.99359487],1,[-9.5   0.95],None
[0.62178006 0.37821994],0,[0.95 0.  ],1
[0.01156477 0.98843523],1,[-9.5   0.95],None
[0.79897677 0.20102323],0,[0.95 0.  ],0
[0.32978955 0.67021045],0,[0.95 0.  ],1
[0.00598229 0.99401771],1,[-9.5   0.95],None
[0.20212728 0.79787272],0,[0.95 0.  ],0
[0.10466605 0.89533395],0,[0.95 0.  ],1
[0.00186311 0.99813689],1,[-9.5   0.95],None
[0.77142972 0.22857028],0,[0.95 0.  ],0
[0.32142892 0.67857108],0,[0.95 0.  ],0
[0.15838524 0.84161476],0,[0.95 0.  ],0
[0.08357439 0.91642561],0,[0.95 0.  ],0
[0.0455811 0.9544189],1,[-9.5   0.95],None
[0.29478105 0.70521895],0,[0.95 0.  ],0
[0.14684231 0.85315769],0,[0.95 0.  ],1
[0.00262306 0.99737694],1,[-9.5   0.95],None
[0.29555258 0.70444742],0,[0.95 0.  ],0
[0.14718005 0.85281995],0,[0.95 0.  ],1
[0.00262916 0.99737084],1,[-9.5   0.95],None
[0.24224382 0.75775618],0,[0.95 0.  ],0
[0.12332946 0.87667054],0,[0.95 0.  ],1
[0.00219873 0.99780127],1,[-9.5   0.95],None
[0.24608909 0.75391091],0,[0.95 0.  ],0
[0.12508547 0.87491453],0,[0.95 0.  ],1
[0.00223037 0.99776963],1,[-9.5   0.95],None
[0.86914249 0.13085751],0,[0.95 0.  ],0
[0.35039423 0.64960577],0,[0.95 0.  ],1
[0.00636716 0.99363284],1,[-9.5   0.95],None
[0.98633585 0.01366415],0,[0.95 0.  ],0
[0.38274838 0.61725162],0,[0.95 0.  ],1
[0.00697421 0.99302579],1,[-9.5   0.95],None
[0.57082705 0.42917295],0,[0.95 0.  ],0
[0.2554266 0.7445734],0,[0.95 0.  ],1
[0.00460438 0.99539562],1,[-9.5   0.95],None
[0.42420859 0.57579141],0,[0.95 0.  ],0
[0.20066118 0.79933882],0,[0.95 0.  ],1
[0.00360058 0.99639942],1,[-9.5   0.95],None
[0.91072422 0.08927578],0,[0.95 0.  ],0
[0.36215816 0.63784184],0,[0.95 0.  ],1
[0.0065875 0.9934125],1,[-9.5   0.95],None
[0.70864456 0.29135544],0,[0.95 0.  ],0
[0.30176975 0.69823025],0,[0.95 0.  ],1
[0.00546106 0.99453894],1,[-9.5   0.95],None
[0.04964119 0.95035881],1,[-9.5   0.95],None
[0.47767401 0.52232599],0,[0.95 0.  ],0
[0.22134166 0.77865834],0,[0.95 0.  ],1
[0.00397855 0.99602145],1,[-9.5   0.95],None
[0.29985499 0.70014501],0,[0.95 0.  ],0
[0.14905957 0.85094043],0,[0.95 0.  ],1
[0.00266315 0.99733685],1,[-9.5   0.95],None
[0.9346147 0.0653853],0,[0.95 0.  ],0
[0.36877324 0.63122676],0,[0.95 0.  ],1
[0.00671159 0.99328841],1,[-9.5   0.95],None
[0.08733367 0.91266633],0,[0.95 0.  ],0
[0.0475511 0.9524489],1,[-9.5   0.95],None
[0.01523839 0.98476161],1,[-9.5   0.95],None
[0.32525566 0.67474434],0,[0.95 0.  ],0
[0.16002239 0.83997761],0,[0.95 0.  ],1
[0.00286164 0.99713836],1,[-9.5   0.95],None
[0.6547876 0.3452124],0,[0.95 0.  ],0
[0.28420307 0.71579693],0,[0.95 0.  ],1
[0.00513555 0.99486445],1,[-9.5   0.95],None
[0.59840827 0.40159173],0,[0.95 0.  ],1
[0.01110753 0.98889247],1,[-9.5   0.95],None
[0.65031275 0.34968725],0,[0.95 0.  ],0
[0.28271302 0.71728698],0,[0.95 0.  ],1
[0.00510798 0.99489202],1,[-9.5   0.95],None
[0.44076071 0.55923929],0,[0.95 0.  ],0
[0.20715503 0.79284497],0,[0.95 0.  ],0
[0.10704004 0.89295996],0,[0.95 0.  ],1
[0.00190574 0.99809426],1,[-9.5   0.95],None
[0.34661329 0.65338671],0,[0.95 0.  ],0
[0.16906711 0.83093289],0,[0.95 0.  ],1
[0.00302566 0.99697434],1,[-9.5   0.95],None
[0.04859544 0.95140456],1,[-9.5   0.95],None
[0.22919585 0.77080415],0,[0.95 0.  ],1
[0.00412244 0.99587756],1,[-9.5   0.95],None
[0.75196301 0.24803699],0,[0.95 0.  ],0
[0.31542476 0.68457524],0,[0.95 0.  ],1
[0.00571477 0.99428523],1,[-9.5   0.95],None
[0.78318985 0.21681015],0,[0.95 0.  ],0
[0.32501742 0.67498258],0,[0.95 0.  ],1
[0.00589334 0.99410666],1,[-9.5   0.95],None
[0.68312047 0.31687953],0,[0.95 0.  ],1
[0.01277368 0.98722632],1,[-9.5   0.95],None
[0.04348345 0.95651655],1,[-9.5   0.95],None
[0.30287968 0.69712032],0,[0.95 0.  ],0
[0.15037696 0.84962304],0,[0.95 0.  ],1
[0.00268699 0.99731301],1,[-9.5   0.95],None
[0.42792297 0.57207703],0,[0.95 0.  ],0
[0.20212571 0.79787429],0,[0.95 0.  ],0
[0.10466531 0.89533469],0,[0.95 0.  ],1
[0.00186309 0.99813691],1,[-9.5   0.95],None
[0.35423151 0.64576849],0,[0.95 0.  ],0
[0.1722559 0.8277441],0,[0.95 0.  ],1
[0.00308355 0.99691645],1,[-9.5   0.95],None
[0.73253114 0.26746886],0,[0.95 0.  ],0
[0.30935025 0.69064975],0,[0.95 0.  ],1
[0.00560183 0.99439817],1,[-9.5   0.95],None
[0.8579436 0.1420564],0,[0.95 0.  ],0
[0.34717022 0.65282978],0,[0.95 0.  ],1
[0.00630685 0.99369315],1,[-9.5   0.95],None
[0.51098403 0.48901597],0,[0.95 0.  ],0
[0.23380473 0.76619527],0,[0.95 0.  ],0
[0.11945567 0.88054433],0,[0.95 0.  ],0
[0.06411727 0.93588273],1,[-9.5   0.95],None
[0.19323321 0.80676679],0,[0.95 0.  ],0
[0.10044146 0.89955854],0,[0.95 0.  ],0
[0.05436843 0.94563157],1,[-9.5   0.95],None
[0.94938523 0.05061477],0,[0.95 0.  ],0
[0.37281195 0.62718805],0,[0.95 0.  ],1
[0.00678742 0.99321258],1,[-9.5   0.95],None
[0.442315 0.557685],0,[0.95 0.  ],0
[0.20776055 0.79223945],0,[0.95 0.  ],1
[0.00373018 0.99626982],1,[-9.5   0.95],None
[0.581433 0.418567],0,[0.95 0.  ],0
[0.25915954 0.74084046],0,[0.95 0.  ],1
[0.00467314 0.99532686],1,[-9.5   0.95],None
[0.62911214 0.37088786],0,[0.95 0.  ],0
[0.27558815 0.72441185],0,[0.95 0.  ],1
[0.00497626 0.99502374],1,[-9.5   0.95],None
[0.64525924 0.35474076],0,[0.95 0.  ],0
[0.28102452 0.71897548],0,[0.95 0.  ],1
[0.00507675 0.99492325],1,[-9.5   0.95],None
[0.96748535 0.03251465],0,[0.95 0.  ],0
[0.37770877 0.62229123],0,[0.95 0.  ],1
[0.00687944 0.99312056],1,[-9.5   0.95],None
[0.46449278 0.53550722],0,[0.95 0.  ],1
[0.00852295 0.99147705],1,[-9.5   0.95],None
[0.1975915 0.8024085],0,[0.95 0.  ],0
[0.10251562 0.89748438],0,[0.95 0.  ],1
[0.0018245 0.9981755],1,[-9.5   0.95],None
[0.26417493 0.73582507],0,[0.95 0.  ],1
[0.00476559 0.99523441],1,[-9.5   0.95],None
[0.89488726 0.10511274],0,[0.95 0.  ],0
[0.35771568 0.64228432],0,[0.95 0.  ],1
[0.00650424 0.99349576],1,[-9.5   0.95],None
[0.63182995 0.36817005],0,[0.95 0.  ],1
[0.01176195 0.98823805],1,[-9.5   0.95],None
[0.92289677 0.07710323],0,[0.95 0.  ],0
[0.36554152 0.63445848],0,[0.95 0.  ],1
[0.00665095 0.99334905],1,[-9.5   0.95],None
[0.0408387 0.9591613],1,[-9.5   0.95],None
[0.60448178 0.39551822],0,[0.95 0.  ],0
[0.26717257 0.73282743],0,[0.95 0.  ],1
[0.00482088 0.99517912],1,[-9.5   0.95],None
[0.39127579 0.60872421],0,[0.95 0.  ],0
[0.18748843 0.81251157],0,[0.95 0.  ],1
[0.00336051 0.99663949],1,[-9.5   0.95],None
[0.77162595 0.22837405],0,[0.95 0.  ],0
[0.32148904 0.67851096],0,[0.95 0.  ],1
[0.00582763 0.99417237],1,[-9.5   0.95],None
[0.43879465 0.56120535],0,[0.95 0.  ],0
[0.20638805 0.79361195],0,[0.95 0.  ],1
[0.00370512 0.99629488],1,[-9.5   0.95],None
[0.48478778 0.51521222],0,[0.95 0.  ],0
[0.22402984 0.77597016],0,[0.95 0.  ],1
[0.00402778 0.99597222],1,[-9.5   0.95],None
[0.1622078 0.8377922],0,[0.95 0.  ],0
[0.08544949 0.91455051],0,[0.95 0.  ],1
[0.00151862 0.99848138],1,[-9.5   0.95],None
[0.03742533 0.96257467],1,[-9.5   0.95],None
[0.10356849 0.89643151],0,[0.95 0.  ],0
[0.05598304 0.94401696],1,[-9.5   0.95],None
[0.23382242 0.76617758],0,[0.95 0.  ],0
[0.11946382 0.88053618],0,[0.95 0.  ],0
[0.06412141 0.93587859],1,[-9.5   0.95],None
[0.09334769 0.90665231],0,[0.95 0.  ],0
[0.0506889 0.9493111],1,[-9.5   0.95],None
[0.1851197 0.8148803],0,[0.95 0.  ],0
[0.09655947 0.90344053],0,[0.95 0.  ],1
[0.00171765 0.99828235],1,[-9.5   0.95],None
[0.36692712 0.63307288],0,[0.95 0.  ],1
[0.00667695 0.99332305],1,[-9.5   0.95],None
[0.66571494 0.33428506],0,[0.95 0.  ],0
[0.28782175 0.71217825],0,[0.95 0.  ],1
[0.00520252 0.99479748],1,[-9.5   0.95],None
[0.32540532 0.67459468],0,[0.95 0.  ],0
[0.16008631 0.83991369],0,[0.95 0.  ],1
[0.00286279 0.99713721],1,[-9.5   0.95],None
[0.68394177 0.31605823],0,[0.95 0.  ],0
[0.29379547 0.70620453],0,[0.95 0.  ],1
[0.00531318 0.99468682],1,[-9.5   0.95],None
[0.95982903 0.04017097],0,[0.95 0.  ],0
[0.3756444 0.6243556],0,[0.95 0.  ],1
[0.00684064 0.99315936],1,[-9.5   0.95],None
[0.10223757 0.89776243],0,[0.95 0.  ],0
[0.05529639 0.94470361],1,[-9.5   0.95],None
[0.24902925 0.75097075],0,[0.95 0.  ],0
[0.12642434 0.87357566],0,[0.95 0.  ],1
[0.00225449 0.99774551],1,[-9.5   0.95],None
[0.01954825 0.98045175],1,[-9.5   0.95],None
[0.68153447 0.31846553],0,[0.95 0.  ],0
[0.29301092 0.70698908],0,[0.95 0.  ],1
[0.00529864 0.99470136],1,[-9.5   0.95],None
[0.85000646 0.14999354],0,[0.95 0.  ],0
[0.34487061 0.65512939],0,[0.95 0.  ],1
[0.00626385 0.99373615],1,[-9.5   0.95],None
[0.4859849 0.5140151],0,[0.95 0.  ],0
[0.22448078 0.77551922],0,[0.95 0.  ],1
[0.00403604 0.99596396],1,[-9.5   0.95],None
[0.46651523 0.53348477],0,[0.95 0.  ],0
[0.21709542 0.78290458],0,[0.95 0.  ],1
[0.00390084 0.99609916],1,[-9.5   0.95],None
[0.02784928 0.97215072],1,[-9.5   0.95],None
[0.47975191 0.52024809],0,[0.95 0.  ],0
[0.22212838 0.77787162],0,[0.95 0.  ],1
[0.00399296 0.99600704],1,[-9.5   0.95],None
[0.1654244 0.8345756],0,[0.95 0.  ],0
[0.08702252 0.91297748],0,[0.95 0.  ],1
[0.00154678 0.99845322],1,[-9.5   0.95],None
[0.53382394 0.46617606],0,[0.95 0.  ],0
[0.24217109 0.75782891],0,[0.95 0.  ],1
[0.00436057 0.99563943],1,[-9.5   0.95],None
[0.07689404 0.92310596],1,[-9.5   0.95],None
[0.6710066 0.3289934],0,[0.95 0.  ],0
[0.28956403 0.71043597],0,[0.95 0.  ],1
[0.00523478 0.99476522],1,[-9.5   0.95],None
[0.22203408 0.77796592],0,[0.95 0.  ],0
[0.11400643 0.88599357],0,[0.95 0.  ],1
[0.00203095 0.99796905],1,[-9.5   0.95],None
[0.71225522 0.28774478],0,[0.95 0.  ],0
[0.30292375 0.69707625],0,[0.95 0.  ],1
[0.00548248 0.99451752],1,[-9.5   0.95],None
[0.14532502 0.85467498],0,[0.95 0.  ],0
[0.07712065 0.92287935],1,[-9.5   0.95],None
[0.71523748 0.28476252],0,[0.95 0.  ],0
[0.3038747 0.6961253],0,[0.95 0.  ],1
[0.00550014 0.99449986],1,[-9.5   0.95],None
[0.04434557 0.95565443],1,[-9.5   0.95],None
[0.57617659 0.42382341],0,[0.95 0.  ],0
[0.2573131 0.7426869],0,[0.95 0.  ],1
[0.00463912 0.99536088],1,[-9.5   0.95],None
[0.57672859 0.42327141],0,[0.95 0.  ],0
[0.25750734 0.74249266],0,[0.95 0.  ],1
[0.0046427 0.9953573],1,[-9.5   0.95],None
[0.319129 0.680871],0,[0.95 0.  ],0
[0.15739885 0.84260115],0,[0.95 0.  ],1
[0.0028141 0.9971859],1,[-9.5   0.95],None
[0.25150628 0.74849372],0,[0.95 0.  ],0
[0.12754976 0.87245024],0,[0.95 0.  ],1
[0.00227477 0.99772523],1,[-9.5   0.95],None
[0.16370131 0.83629869],0,[0.95 0.  ],0
[0.08618041 0.91381959],0,[0.95 0.  ],1
[0.0015317 0.9984683],1,[-9.5   0.95],None
[0.91779256 0.08220744],0,[0.95 0.  ],1
[0.0175206 0.9824794],1,[-9.5   0.95],None
[0.46301219 0.53698781],0,[0.95 0.  ],0
[0.21575491 0.78424509],0,[0.95 0.  ],0
[0.11107723 0.88892277],0,[0.95 0.  ],1
[0.00197828 0.99802172],1,[-9.5   0.95],None
[0.75194502 0.24805498],0,[0.95 0.  ],0
[0.31541917 0.68458083],0,[0.95 0.  ],1
[0.00571466 0.99428534],1,[-9.5   0.95],None
[0.76039499 0.23960501],0,[0.95 0.  ],0
[0.31803534 0.68196466],0,[0.95 0.  ],1
[0.00576334 0.99423666],1,[-9.5   0.95],None
[0.96734751 0.03265249],0,[0.95 0.  ],0
[0.37767169 0.62232831],0,[0.95 0.  ],1
[0.00687874 0.99312126],1,[-9.5   0.95],None
[0.71187167 0.28812833],0,[0.95 0.  ],0
[0.3028013 0.6971987],0,[0.95 0.  ],1
[0.00548021 0.99451979],1,[-9.5   0.95],None
[0.706622 0.293378],0,[0.95 0.  ],1
[0.01324028 0.98675972],1,[-9.5   0.95],None
[0.59153201 0.40846799],0,[0.95 0.  ],0
[0.26268714 0.73731286],0,[0.95 0.  ],1
[0.00473816 0.99526184],1,[-9.5   0.95],None
[0.76762589 0.23237411],0,[0.95 0.  ],0
[0.32026201 0.67973799],0,[0.95 0.  ],1
[0.00580478 0.99419522],1,[-9.5   0.95],None
[0.98090624 0.01909376],0,[0.95 0.  ],0
[0.38130303 0.61869697],0,[0.95 0.  ],1
[0.00694702 0.99305298],1,[-9.5   0.95],None
[0.46087044 0.53912956],0,[0.95 0.  ],0
[0.21493354 0.78506646],0,[0.95 0.  ],1
[0.00386129 0.99613871],1,[-9.5   0.95],None
[0.19529597 0.80470403],0,[0.95 0.  ],1
[0.00350273 0.99649727],1,[-9.5   0.95],None
[0.06126351 0.93873649],1,[-9.5   0.95],None
[0.5302093 0.4697907],0,[0.95 0.  ],0
[0.24085656 0.75914344],0,[0.95 0.  ],1
[0.00433642 0.99566358],1,[-9.5   0.95],None
[0.04812374 0.95187626],1,[-9.5   0.95],None
[0.92486242 0.07513758],0,[0.95 0.  ],1
[0.01766669 0.98233331],1,[-9.5   0.95],None
[0.25888109 0.74111891],0,[0.95 0.  ],0
[0.13088671 0.86911329],0,[0.95 0.  ],1
[0.00233493 0.99766507],1,[-9.5   0.95],None
[0.37758313 0.62241687],0,[0.95 0.  ],0
[0.1819102 0.8180898],0,[0.95 0.  ],1
[0.003259 0.996741],1,[-9.5   0.95],None
[0.5618942 0.4381058],0,[0.95 0.  ],0
[0.25225983 0.74774017],0,[0.95 0.  ],1
[0.00454609 0.99545391],1,[-9.5   0.95],None
[0.17098646 0.82901354],0,[0.95 0.  ],0
[0.08973226 0.91026774],0,[0.95 0.  ],1
[0.0015953 0.9984047],1,[-9.5   0.95],None
[0.48631422 0.51368578],0,[0.95 0.  ],0
[0.22460476 0.77539524],0,[0.95 0.  ],0
[0.11520116 0.88479884],0,[0.95 0.  ],0
[0.06195018 0.93804982],1,[-9.5   0.95],None
[0.72629355 0.27370645],0,[0.95 0.  ],0
[0.30738291 0.69261709],0,[0.95 0.  ],1
[0.00556528 0.99443472],1,[-9.5   0.95],None
[0.26828743 0.73171257],0,[0.95 0.  ],0
[0.13511326 0.86488674],0,[0.95 0.  ],1
[0.00241118 0.99758882],1,[-9.5   0.95],None
[0.98956727 0.01043273],0,[0.95 0.  ],0
[0.38360619 0.61639381],0,[0.95 0.  ],1
[0.00699035 0.99300965],1,[-9.5   0.95],None
[0.90755959 0.09244041],0,[0.95 0.  ],0
[0.36127413 0.63872587],0,[0.95 0.  ],1
[0.00657092 0.99342908],1,[-9.5   0.95],None
[0.54746794 0.45253206],0,[0.95 0.  ],0
[0.24710118 0.75289882],0,[0.95 0.  ],1
[0.00445119 0.99554881],1,[-9.5   0.95],None
[0.57224875 0.42775125],0,[0.95 0.  ],0
[0.25592868 0.74407132],0,[0.95 0.  ],1
[0.00461363 0.99538637],1,[-9.5   0.95],None
[0.13737325 0.86262675],0,[0.95 0.  ],0
[0.07315505 0.92684495],1,[-9.5   0.95],None
[0.8076438 0.1923562],0,[0.95 0.  ],0
[0.33238774 0.66761226],0,[0.95 0.  ],0
[0.1630601 0.8369399],0,[0.95 0.  ],0
[0.08586672 0.91413328],0,[0.95 0.  ],0
[0.04678315 0.95321685],1,[-9.5   0.95],None
[0.77472501 0.22527499],0,[0.95 0.  ],0
[0.32243737 0.67756263],0,[0.95 0.  ],0
[0.15881717 0.84118283],0,[0.95 0.  ],0
[0.08378658 0.91621342],0,[0.95 0.  ],0
[0.04569247 0.95430753],1,[-9.5   0.95],None
[0.09564143 0.90435857],0,[0.95 0.  ],0
[0.05188121 0.94811879],1,[-9.5   0.95],None
[0.7161778 0.2838222],0,[0.95 0.  ],0
[0.30417413 0.69582587],0,[0.95 0.  ],1
[0.00550569 0.99449431],1,[-9.5   0.95],None
[0.08471119 0.91528881],0,[0.95 0.  ],0
[0.04617752 0.95382248],1,[-9.5   0.95],None
[0.9243621 0.0756379],0,[0.95 0.  ],0
[0.365947 0.634053],0,[0.95 0.  ],1
[0.00665856 0.99334144],1,[-9.5   0.95],None
[0.3714328 0.6285672],0,[0.95 0.  ],0
[0.17938486 0.82061514],0,[0.95 0.  ],1
[0.00321308 0.99678692],1,[-9.5   0.95],None
[0.70316105 0.29683895],0,[0.95 0.  ],1
[0.01317145 0.98682855],1,[-9.5   0.95],None
[0.44126197 0.55873803],0,[0.95 0.  ],0
[0.20735039 0.79264961],0,[0.95 0.  ],1
[0.00372269 0.99627731],1,[-9.5   0.95],None
[0.05566268 0.94433732],1,[-9.5   0.95],None
[0.99576361 0.00423639],0,[0.95 0.  ],0
[0.38524614 0.61475386],0,[0.95 0.  ],1
[0.00702122 0.99297878],1,[-9.5   0.95],None
[0.83282587 0.16717413],0,[0.95 0.  ],0
[0.3398509 0.6601491],0,[0.95 0.  ],0
[0.16622015 0.83377985],0,[0.95 0.  ],0
[0.087411 0.912589],0,[0.95 0.  ],0
[0.04759155 0.95240845],1,[-9.5   0.95],None
[0.0085631 0.9914369],1,[-9.5   0.95],None
[0.5877163 0.4122837],0,[0.95 0.  ],0
[0.26135738 0.73864262],0,[0.95 0.  ],0
[0.13200258 0.86799742],0,[0.95 0.  ],0
[0.07046098 0.92953902],1,[-9.5   0.95],None
[0.01683977 0.98316023],1,[-9.5   0.95],None
[0.58234039 0.41765961],0,[0.95 0.  ],0
[0.25947756 0.74052244],0,[0.95 0.  ],0
[0.1311557 0.8688443],0,[0.95 0.  ],0
[0.070035 0.929965],1,[-9.5   0.95],None
[0.30626975 0.69373025],0,[0.95 0.  ],0
[0.15184962 0.84815038],0,[0.95 0.  ],1
[0.00271363 0.99728637],1,[-9.5   0.95],None
[0.14075155 0.85924845],0,[0.95 0.  ],0
[0.07484321 0.92515679],1,[-9.5   0.95],None
[0.08317456 0.91682544],1,[-9.5   0.95],None
[0.1215543 0.8784457],0,[0.95 0.  ],0
[0.06518323 0.93481677],1,[-9.5   0.95],None
[0.33029574 0.66970426],0,[0.95 0.  ],0
[0.16217089 0.83782911],0,[0.95 0.  ],1
[0.00290058 0.99709942],1,[-9.5   0.95],None
[0.74767534 0.25232466],0,[0.95 0.  ],0
[0.31409143 0.68590857],0,[0.95 0.  ],1
[0.00568997 0.99431003],1,[-9.5   0.95],None
[0.965185 0.034815],0,[0.95 0.  ],0
[0.3770896 0.6229104],0,[0.95 0.  ],1
[0.0068678 0.9931322],1,[-9.5   0.95],None
[0.00244801 0.99755199],1,[-9.5   0.95],None
[0.39467955 0.60532045],0,[0.95 0.  ],0
[0.18886574 0.81113426],0,[0.95 0.  ],1
[0.00338558 0.99661442],1,[-9.5   0.95],None
[0.52835778 0.47164222],0,[0.95 0.  ],1
[0.00974812 0.99025188],1,[-9.5   0.95],None
[0.31578419 0.68421581],0,[0.95 0.  ],0
[0.15596103 0.84403897],0,[0.95 0.  ],1
[0.00278806 0.99721194],1,[-9.5   0.95],None
[0.18079676 0.81920324],0,[0.95 0.  ],0
[0.09448004 0.90551996],0,[0.95 0.  ],1
[0.00168037 0.99831963],1,[-9.5   0.95],None
[0.52185274 0.47814726],0,[0.95 0.  ],0
[0.23780387 0.76219613],0,[0.95 0.  ],1
[0.00428036 0.99571964],1,[-9.5   0.95],None
[0.67917697 0.32082303],0,[0.95 0.  ],0
[0.29224129 0.70775871],0,[0.95 0.  ],0
[0.14572899 0.85427101],0,[0.95 0.  ],0
[0.07732137 0.92267863],1,[-9.5   0.95],None
[0.06521977 0.93478023],1,[-9.5   0.95],None
[0.53159223 0.46840777],0,[0.95 0.  ],0
[0.24135991 0.75864009],0,[0.95 0.  ],1
[0.00434567 0.99565433],1,[-9.5   0.95],None
[0.60956295 0.39043705],0,[0.95 0.  ],0
[0.26892101 0.73107899],0,[0.95 0.  ],1
[0.00485314 0.99514686],1,[-9.5   0.95],None
[0.31657493 0.68342507],0,[0.95 0.  ],0
[0.15630129 0.84369871],0,[0.95 0.  ],1
[0.00279423 0.99720577],1,[-9.5   0.95],None
[0.79900946 0.20099054],0,[0.95 0.  ],1
[0.01509332 0.98490668],1,[-9.5   0.95],None
[0.90578637 0.09421363],0,[0.95 0.  ],0
[0.36077798 0.63922202],0,[0.95 0.  ],1
[0.00656162 0.99343838],1,[-9.5   0.95],None
[0.28409977 0.71590023],0,[0.95 0.  ],0
[0.14214438 0.85785562],0,[0.95 0.  ],1
[0.00253814 0.99746186],1,[-9.5   0.95],None
[0.07233857 0.92766143],1,[-9.5   0.95],None
[0.13324352 0.86675648],0,[0.95 0.  ],0
[0.0710846 0.9289154],1,[-9.5   0.95],None
[0.74859184 0.25140816],0,[0.95 0.  ],1
[0.01407836 0.98592164],1,[-9.5   0.95],None
[0.80633482 0.19366518],0,[0.95 0.  ],0
[0.33199631 0.66800369],0,[0.95 0.  ],1
[0.00602344 0.99397656],1,[-9.5   0.95],None
[0.94375967 0.05624033],0,[0.95 0.  ],0
[0.37127831 0.62872169],0,[0.95 0.  ],1
[0.00675862 0.99324138],1,[-9.5   0.95],None
[0.39505701 0.60494299],0,[0.95 0.  ],0
[0.18901825 0.81098175],0,[0.95 0.  ],1
[0.00338836 0.99661164],1,[-9.5   0.95],None
[0.29447722 0.70552278],0,[0.95 0.  ],0
[0.14670924 0.85329076],0,[0.95 0.  ],1
[0.00262065 0.99737935],1,[-9.5   0.95],None
[0.83561496 0.16438504],0,[0.95 0.  ],0
[0.34066974 0.65933026],0,[0.95 0.  ],0
[0.1665657 0.8334343],0,[0.95 0.  ],0
[0.08757961 0.91242039],0,[0.95 0.  ],0
[0.04767975 0.95232025],1,[-9.5   0.95],None
[0.55219986 0.44780014],0,[0.95 0.  ],0
[0.24879934 0.75120066],0,[0.95 0.  ],1
[0.00448242 0.99551758],1,[-9.5   0.95],None
[0.08089548 0.91910452],1,[-9.5   0.95],None
[0.12779885 0.87220115],0,[0.95 0.  ],0
[0.06834339 0.93165661],1,[-9.5   0.95],None
[0.88542708 0.11457292],0,[0.95 0.  ],0
[0.35503981 0.64496019],0,[0.95 0.  ],1
[0.00645412 0.99354588],1,[-9.5   0.95],None
[0.64680556 0.35319444],0,[0.95 0.  ],0
[0.28154183 0.71845817],0,[0.95 0.  ],1
[0.00508632 0.99491368],1,[-9.5   0.95],None
[0.61674563 0.38325437],0,[0.95 0.  ],0
[0.2713816 0.7286184],0,[0.95 0.  ],1
[0.00489857 0.99510143],1,[-9.5   0.95],None
[0.5550435 0.4449565],0,[0.95 0.  ],0
[0.24981698 0.75018302],0,[0.95 0.  ],1
[0.00450114 0.99549886],1,[-9.5   0.95],None
[0.06628916 0.93371084],1,[-9.5   0.95],None
[0.69561999 0.30438001],0,[0.95 0.  ],0
[0.2975826 0.7024174],0,[0.95 0.  ],1
[0.00538339 0.99461661],1,[-9.5   0.95],None
[0.19456814 0.80543186],0,[0.95 0.  ],1
[0.00348947 0.99651053],1,[-9.5   0.95],None
[0.96193063 0.03806937],0,[0.95 0.  ],0
[0.37621207 0.62378793],0,[0.95 0.  ],1
[0.0068513 0.9931487],1,[-9.5   0.95],None
[0.23253195 0.76746805],0,[0.95 0.  ],1
[0.00418362 0.99581638],1,[-9.5   0.95],None
[0.14519974 0.85480026],0,[0.95 0.  ],0
[0.07705839 0.92294161],1,[-9.5   0.95],None
[0.70535399 0.29464601],0,[0.95 0.  ],0
[0.30071551 0.69928449],0,[0.95 0.  ],1
[0.0054415 0.9945585],1,[-9.5   0.95],None
[0.80128588 0.19871412],0,[0.95 0.  ],0
[0.33048327 0.66951673],0,[0.95 0.  ],1
[0.00599523 0.99400477],1,[-9.5   0.95],None
[0.01756283 0.98243717],1,[-9.5   0.95],None
[0.95631806 0.04368194],0,[0.95 0.  ],0
[0.37469432 0.62530568],0,[0.95 0.  ],0
[0.18072559 0.81927441],0,[0.95 0.  ],1
[0.00323746 0.99676254],1,[-9.5   0.95],None
[0.91371433 0.08628567],0,[0.95 0.  ],1
[0.01743641 0.98256359],1,[-9.5   0.95],None
[0.66894627 0.33105373],0,[0.95 0.  ],0
